name,nationality,position,division,opponent,match_date,phase,sets_won,sets_played,points_scored,attack_kills,attack_faults,attack_shots,attack_total,block_kills,block_faults,block_rebounds,block_total,serve_aces,serve_errors,serve_attempts,serve_total,rec_excellents,rec_faults,rec_attempts,rec_total,dig_excellents,dig_faults,dig_attempts,dig_total,set_excellents,set_faults,set_stills,set_total
Arisa INOUE,Japan,Outside Hitter,Women,Dominican Republic,2022-06-04,Pool,3,4,26,22,2,17,41,3,0,2,5,1,2,9,12,0,0,0,0,15,3,1,19,0,0,3,3
Fuyumi Hawi OKUMU OBA,Japan,Outside Hitter,Women,Dominican Republic,2022-06-04,Pool,3,4,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Kotona HAYASHI,Japan,Outside Hitter,Women,Dominican Republic,2022-06-04,Pool,3,4,6,5,2,9,16,0,1,4,5,1,1,14,16,10,1,1,12,12,0,0,12,0,0,0,0
Nichika YAMADA,Japan,Middle Blocker,Women,Dominican Republic,2022-06-04,Pool,3,4,1,1,0,2,3,0,3,2,5,0,1,7,8,0,0,0,0,1,0,0,1,0,0,1,1
Tamaki MATSUI,Japan,Setter,Women,Dominican Republic,2022-06-04,Pool,3,4,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,3,2,1,6,10,1,24,35
Erina OGAWA,Japan,Middle Blocker,Women,Dominican Republic,2022-06-04,Pool,3,4,9,7,2,6,15,1,0,7,8,1,1,7,9,1,0,0,1,9,1,0,10,0,0,2,2
Nanami SEKI,Japan,Setter,Women,Dominican Republic,2022-06-04,Pool,3,4,3,3,0,0,3,0,1,6,7,0,0,16,16,0,0,0,0,13,1,0,14,23,0,54,77
Yoshino SATO,Japan,Outside Hitter,Women,Dominican Republic,2022-06-04,Pool,3,4,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Akane MORIYA,Japan,Libero,Women,Germany,2022-06-02,Pool,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mami UCHISETO,Japan,Outside Hitter,Women,Germany,2022-06-02,Pool,3,5,8,6,0,17,23,0,3,4,7,2,0,15,17,25,2,6,33,16,1,0,17,0,0,2,2
Sarina KOGA,Japan,Outside Hitter,Women,Germany,2022-06-02,Pool,3,5,33,33,9,34,76,0,2,3,5,0,2,18,20,19,1,6,26,13,1,0,14,0,0,4,4
Mayu ISHIKAWA,Japan,Outside Hitter,Women,Germany,2022-06-02,Pool,3,5,7,7,5,10,22,0,2,2,4,0,1,12,13,1,0,2,3,11,4,0,15,0,0,1,1
Haruyo SHIMAMURA,Japan,Middle Blocker,Women,Germany,2022-06-02,Pool,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manami KOJIMA,Japan,Libero,Women,Germany,2022-06-02,Pool,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,11,28,29,5,4,38,0,0,12,12
Arisa INOUE,Japan,Outside Hitter,Women,Germany,2022-06-02,Pool,3,5,13,13,1,15,29,0,0,3,3,0,1,14,15,0,0,0,0,10,1,1,12,0,0,7,7
Fuyumi Hawi OKUMU OBA,Japan,Outside Hitter,Women,Germany,2022-06-02,Pool,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotona HAYASHI,Japan,Outside Hitter,Women,Germany,2022-06-02,Pool,3,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Nichika YAMADA,Japan,Middle Blocker,Women,Germany,2022-06-02,Pool,3,5,5,4,1,8,13,1,2,5,8,0,3,9,12,0,0,0,0,5,0,0,5,0,0,2,2
Tamaki MATSUI,Japan,Setter,Women,Germany,2022-06-02,Pool,3,5,0,0,0,1,1,0,1,2,3,0,0,6,6,0,1,0,1,4,1,0,5,24,0,46,70
Erina OGAWA,Japan,Middle Blocker,Women,Germany,2022-06-02,Pool,3,5,13,11,3,8,22,0,6,3,9,2,1,9,12,2,1,0,3,5,0,0,5,0,0,1,1
Nanami SEKI,Japan,Setter,Women,Germany,2022-06-02,Pool,3,5,0,0,0,0,0,0,1,0,1,0,1,7,8,0,0,0,0,10,0,0,10,25,1,57,83
Yoshino SATO,Japan,Outside Hitter,Women,Germany,2022-06-02,Pool,3,5,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,2,1,1,4,0,0,1,1
Akane MORIYA,Japan,Libero,Women,Korea,2022-06-02,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mami UCHISETO,Japan,Outside Hitter,Women,Korea,2022-06-02,Pool,3,3,4,4,2,6,12,0,0,2,2,0,0,9,9,5,0,2,7,7,0,0,7,0,0,3,3
Sarina KOGA,Japan,Outside Hitter,Women,Korea,2022-06-02,Pool,3,3,22,19,1,14,34,3,2,1,6,0,1,13,14,7,0,0,7,14,0,0,14,0,0,3,3
Mayu ISHIKAWA,Japan,Outside Hitter,Women,Korea,2022-06-02,Pool,3,3,14,10,3,12,25,2,1,1,4,2,1,15,18,12,0,5,17,21,1,0,22,0,0,2,2
Haruyo SHIMAMURA,Japan,Middle Blocker,Women,Korea,2022-06-02,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manami KOJIMA,Japan,Libero,Women,Korea,2022-06-02,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,6,2,0,8,0,0,12,12
Arisa INOUE,Japan,Outside Hitter,Women,Korea,2022-06-02,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Fuyumi Hawi OKUMU OBA,Japan,Outside Hitter,Women,Korea,2022-06-02,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotona HAYASHI,Japan,Outside Hitter,Women,Korea,2022-06-02,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Nichika YAMADA,Japan,Middle Blocker,Women,Korea,2022-06-02,Pool,3,3,5,5,0,7,12,0,2,4,6,0,2,7,9,0,0,0,0,4,1,0,5,0,0,2,2
Tamaki MATSUI,Japan,Setter,Women,Korea,2022-06-02,Pool,3,3,2,2,0,1,3,0,1,0,1,0,0,8,8,0,0,1,1,16,2,1,19,30,0,48,78
Erina OGAWA,Japan,Middle Blocker,Women,Korea,2022-06-02,Pool,3,3,7,7,2,8,17,0,2,3,5,0,0,10,10,0,0,0,0,4,0,0,4,0,0,2,2
Nanami SEKI,Japan,Setter,Women,Korea,2022-06-02,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoshino SATO,Japan,Outside Hitter,Women,Korea,2022-06-02,Pool,3,3,2,2,3,5,10,0,1,1,2,0,1,3,4,1,0,0,1,3,1,0,4,0,0,1,1
Hye Seon YEUM,Korea,Setter,Women,China,2022-07-03,Pool,1,4,0,0,1,2,3,0,2,2,4,0,2,13,15,0,0,0,0,12,1,1,14,10,1,122,133
Dahye HAN,Korea,Libero,Women,China,2022-07-03,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,19,25,17,2,2,21,0,0,4,4
Sohwi KANG,Korea,Outside Hitter,Women,China,2022-07-03,Pool,1,4,11,9,3,20,32,1,2,1,4,1,1,14,16,6,3,15,24,3,4,0,7,0,0,0,0
Juah LEE,Korea,Middle Blocker,Women,China,2022-07-03,Pool,1,4,10,6,3,8,17,2,4,3,9,2,1,16,19,0,0,1,1,2,0,0,2,0,0,0,0
Yerim GO,Korea,Outside Hitter,Women,China,2022-07-03,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyemin PARK,Korea,Outside Hitter,Women,China,2022-07-03,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dahyeon LEE,Korea,Middle Blocker,Women,China,2022-07-03,Pool,1,4,11,9,2,9,20,1,5,3,9,1,1,8,10,0,0,0,0,2,1,1,4,0,0,0,0
Jeongah PARK,Korea,Outside Hitter,Women,China,2022-07-03,Pool,1,4,11,11,10,21,42,0,3,0,3,0,1,10,11,0,0,1,1,4,0,4,8,0,0,2,2
Minkyoung HWANG,Korea,Outside Hitter,Women,China,2022-07-03,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanbi LEE,Korea,Outside Hitter,Women,China,2022-07-03,Pool,1,4,12,12,6,14,32,0,2,2,4,0,2,9,11,7,0,27,34,7,2,2,11,0,0,2,2
Haejin PARK,Korea,Setter,Women,China,2022-07-03,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeongmin CHOI,Korea,Libero,Women,China,2022-07-03,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heejin KIM,Korea,Opposite Spiker,Women,China,2022-07-03,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyejin AN,Korea,Setter,Women,China,2022-07-03,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hye Seon YEUM,Korea,Setter,Women,Italy,2022-07-01,Pool,1,4,1,0,0,0,0,0,0,2,2,1,2,10,13,0,0,1,1,6,2,1,9,7,1,91,99
Dahye HAN,Korea,Libero,Women,Italy,2022-07-01,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,22,15,3,6,24,1,0,5,6
Sohwi KANG,Korea,Outside Hitter,Women,Italy,2022-07-01,Pool,1,4,5,5,6,15,26,0,0,1,1,0,2,7,9,7,1,24,32,10,2,2,14,0,0,0,0
Juah LEE,Korea,Middle Blocker,Women,Italy,2022-07-01,Pool,1,4,7,4,4,15,23,3,3,2,8,0,2,7,9,0,0,0,0,2,0,1,3,0,0,0,0
Yerim GO,Korea,Outside Hitter,Women,Italy,2022-07-01,Pool,1,4,0,0,0,3,3,0,1,0,1,0,0,2,2,2,0,4,6,1,0,0,1,0,0,0,0
Hyemin PARK,Korea,Outside Hitter,Women,Italy,2022-07-01,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Dahyeon LEE,Korea,Middle Blocker,Women,Italy,2022-07-01,Pool,1,4,9,7,3,9,19,2,6,3,11,0,1,9,10,1,1,1,3,2,1,1,4,0,0,2,2
Jeongah PARK,Korea,Outside Hitter,Women,Italy,2022-07-01,Pool,1,4,13,12,8,20,40,1,2,3,6,0,1,15,16,0,0,2,2,0,1,1,2,1,1,1,3
Minkyoung HWANG,Korea,Outside Hitter,Women,Italy,2022-07-01,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanbi LEE,Korea,Outside Hitter,Women,Italy,2022-07-01,Pool,1,4,14,14,3,10,27,0,2,1,3,0,3,8,11,4,0,15,19,4,0,2,6,0,1,0,1
Haejin PARK,Korea,Setter,Women,Italy,2022-07-01,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Jeongmin CHOI,Korea,Libero,Women,Italy,2022-07-01,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heejin KIM,Korea,Opposite Spiker,Women,Italy,2022-07-01,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyejin AN,Korea,Setter,Women,Italy,2022-07-01,Pool,1,4,0,0,0,1,1,0,0,0,0,0,1,6,7,0,0,0,0,0,0,0,0,2,1,29,32
Hye Seon YEUM,Korea,Setter,Women,Brazil,2022-06-30,Pool,0,3,1,0,0,0,0,0,0,0,0,1,2,6,9,0,0,1,1,2,1,2,5,55,0,2,57
Dahye HAN,Korea,Libero,Women,Brazil,2022-06-30,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,22,9,1,2,12,1,0,1,2
Sohwi KANG,Korea,Outside Hitter,Women,Brazil,2022-06-30,Pool,0,3,6,4,3,14,21,2,0,0,2,0,2,7,9,5,2,12,19,4,2,2,8,5,0,0,5
Juah LEE,Korea,Middle Blocker,Women,Brazil,2022-06-30,Pool,0,3,8,7,5,6,18,1,6,2,9,0,1,5,6,0,0,1,1,0,0,1,1,0,0,0,0
Yerim GO,Korea,Outside Hitter,Women,Brazil,2022-06-30,Pool,0,3,0,0,2,2,4,0,2,0,2,0,1,2,3,1,2,19,22,5,0,2,7,1,1,1,3
Hyemin PARK,Korea,Outside Hitter,Women,Brazil,2022-06-30,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dahyeon LEE,Korea,Middle Blocker,Women,Brazil,2022-06-30,Pool,0,3,8,6,5,8,19,1,4,0,5,1,0,10,11,0,0,0,0,2,0,1,3,0,0,0,0
Jeongah PARK,Korea,Outside Hitter,Women,Brazil,2022-06-30,Pool,0,3,14,12,6,14,32,1,2,0,3,1,2,5,8,0,0,0,0,3,1,3,7,0,1,0,1
Minkyoung HWANG,Korea,Outside Hitter,Women,Brazil,2022-06-30,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanbi LEE,Korea,Outside Hitter,Women,Brazil,2022-06-30,Pool,0,3,0,0,1,1,2,0,0,0,0,0,0,2,2,1,0,4,5,1,0,0,1,0,0,0,0
Haejin PARK,Korea,Setter,Women,Brazil,2022-06-30,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeongmin CHOI,Korea,Libero,Women,Brazil,2022-06-30,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heejin KIM,Korea,Opposite Spiker,Women,Brazil,2022-06-30,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyejin AN,Korea,Setter,Women,Brazil,2022-06-30,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,22,0,0,22
Hye Seon YEUM,Korea,Setter,Women,Thailand,2022-06-29,Pool,0,3,1,0,1,0,1,0,0,1,1,1,1,6,8,0,0,0,0,3,0,1,4,45,1,2,48
Dahye HAN,Korea,Libero,Women,Thailand,2022-06-29,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20,29,7,0,2,9,9,1,0,10
Sohwi KANG,Korea,Outside Hitter,Women,Thailand,2022-06-29,Pool,0,3,6,5,8,7,20,1,1,1,3,0,3,6,9,4,0,17,21,6,0,3,9,2,0,0,2
Juah LEE,Korea,Middle Blocker,Women,Thailand,2022-06-29,Pool,0,3,8,6,2,5,13,2,3,0,5,0,1,12,13,0,0,0,0,2,1,0,3,1,0,0,1
Yerim GO,Korea,Outside Hitter,Women,Thailand,2022-06-29,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyemin PARK,Korea,Outside Hitter,Women,Thailand,2022-06-29,Pool,0,3,0,0,3,5,8,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0
Dahyeon LEE,Korea,Middle Blocker,Women,Thailand,2022-06-29,Pool,0,3,7,5,3,4,12,2,4,1,7,0,0,5,5,0,0,0,0,2,0,0,2,0,0,0,0
Jeongah PARK,Korea,Outside Hitter,Women,Thailand,2022-06-29,Pool,0,3,12,11,3,14,28,1,0,0,1,0,1,4,5,4,1,10,15,4,0,0,4,0,0,0,0
Minkyoung HWANG,Korea,Outside Hitter,Women,Thailand,2022-06-29,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanbi LEE,Korea,Outside Hitter,Women,Thailand,2022-06-29,Pool,0,3,3,3,2,10,15,0,1,1,2,0,1,2,3,1,0,0,1,1,0,0,1,0,0,0,0
Haejin PARK,Korea,Setter,Women,Thailand,2022-06-29,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeongmin CHOI,Korea,Libero,Women,Thailand,2022-06-29,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heejin KIM,Korea,Opposite Spiker,Women,Thailand,2022-06-29,Pool,0,3,3,3,5,8,16,0,3,1,4,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Hyejin AN,Korea,Setter,Women,Thailand,2022-06-29,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,1,47,1,0,48
Hye Seon YEUM,Korea,Setter,Women,Türkiye,2022-06-19,Pool,1,4,1,0,0,2,2,0,7,4,11,1,1,14,16,0,0,0,0,4,0,1,5,23,1,91,115
Dahye HAN,Korea,Libero,Women,Türkiye,2022-06-19,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,19,11,1,1,13,0,0,5,5
Sohwi KANG,Korea,Outside Hitter,Women,Türkiye,2022-06-19,Pool,1,4,13,11,8,16,35,2,2,1,5,0,2,8,10,13,1,15,29,3,0,0,3,0,0,3,3
Hoyoung JUNG,Korea,Middle Blocker,Women,Türkiye,2022-06-19,Pool,1,4,10,7,4,2,13,2,1,1,4,1,1,14,16,0,0,1,1,1,1,0,2,0,0,0,0
Yerim GO,Korea,Outside Hitter,Women,Türkiye,2022-06-19,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hyemin PARK,Korea,Outside Hitter,Women,Türkiye,2022-06-19,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,7,0,0,0,0,0,0,0,0
Dahyeon LEE,Korea,Middle Blocker,Women,Türkiye,2022-06-19,Pool,1,4,6,4,4,2,10,1,2,5,8,1,0,8,9,0,0,0,0,2,0,0,2,0,0,0,0
Jeongah PARK,Korea,Outside Hitter,Women,Türkiye,2022-06-19,Pool,1,4,10,10,7,20,37,0,3,0,3,0,0,9,9,4,1,21,26,2,4,0,6,0,0,3,3
Minkyoung HWANG,Korea,Outside Hitter,Women,Türkiye,2022-06-19,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,0,0,0,0,0,0,0,0
Hanbi LEE,Korea,Outside Hitter,Women,Türkiye,2022-06-19,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeongmin CHOI,Korea,Libero,Women,Türkiye,2022-06-19,Pool,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heejin KIM,Korea,Opposite Spiker,Women,Türkiye,2022-06-19,Pool,1,4,11,10,6,13,29,1,4,3,8,0,1,8,9,0,0,0,0,4,3,1,8,0,0,1,1
Hye Seon YEUM,Korea,Setter,Women,Netherlands,2022-06-19,Pool,0,3,3,0,0,1,1,0,2,0,2,3,3,8,14,0,0,0,0,3,3,1,7,25,2,62,89
Dahye HAN,Korea,Libero,Women,Netherlands,2022-06-19,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,16,8,5,0,13,0,0,3,3
Seonwoo LEE,Korea,Outside Hitter,Women,Netherlands,2022-06-19,Pool,0,3,2,2,2,3,7,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1
Sohwi KANG,Korea,Outside Hitter,Women,Netherlands,2022-06-19,Pool,0,3,7,7,3,6,16,0,3,2,5,0,3,5,8,9,0,9,18,8,1,3,12,0,0,3,3
Hoyoung JUNG,Korea,Middle Blocker,Women,Netherlands,2022-06-19,Pool,0,3,4,3,1,3,7,1,5,3,9,0,0,5,5,0,0,0,0,1,0,0,1,0,0,0,0
Yerim GO,Korea,Outside Hitter,Women,Netherlands,2022-06-19,Pool,0,3,2,2,0,2,4,0,0,0,0,0,1,3,4,3,1,1,5,0,0,1,1,0,0,2,2
Hyemin PARK,Korea,Outside Hitter,Women,Netherlands,2022-06-19,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dahyeon LEE,Korea,Middle Blocker,Women,Netherlands,2022-06-19,Pool,0,3,3,2,0,2,4,1,4,2,7,0,1,3,4,0,0,0,0,1,0,0,1,0,0,0,0
Jeongah PARK,Korea,Outside Hitter,Women,Netherlands,2022-06-19,Pool,0,3,9,8,3,13,24,1,0,0,1,0,2,5,7,2,0,13,15,2,1,0,3,0,0,0,0
Minkyoung HWANG,Korea,Outside Hitter,Women,Netherlands,2022-06-19,Pool,0,3,0,0,1,4,5,0,0,0,0,0,0,2,2,3,1,7,11,0,0,0,0,0,0,0,0
Hanbi LEE,Korea,Outside Hitter,Women,Netherlands,2022-06-19,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeongmin CHOI,Korea,Libero,Women,Netherlands,2022-06-19,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heejin KIM,Korea,Opposite Spiker,Women,Netherlands,2022-06-19,Pool,0,3,12,10,1,14,25,2,1,1,4,0,1,6,7,0,0,0,0,3,0,1,4,0,0,0,0
Hye Seon YEUM,Korea,Setter,Women,Serbia,2022-06-16,Pool,0,3,3,3,0,2,5,0,0,2,2,0,2,11,13,0,0,0,0,5,2,5,12,25,2,94,121
Dahye HAN,Korea,Libero,Women,Serbia,2022-06-16,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,11,8,4,2,14,0,0,8,8
Seonwoo LEE,Korea,Outside Hitter,Women,Serbia,2022-06-16,Pool,0,3,9,6,13,15,34,3,2,1,6,0,4,6,10,3,0,3,6,4,1,1,6,0,0,0,0
Sohwi KANG,Korea,Outside Hitter,Women,Serbia,2022-06-16,Pool,0,3,2,1,0,3,4,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1
Hoyoung JUNG,Korea,Middle Blocker,Women,Serbia,2022-06-16,Pool,0,3,8,7,1,4,12,1,5,10,16,0,1,14,15,0,0,0,0,1,0,0,1,0,0,2,2
Juah LEE,Korea,Middle Blocker,Women,Serbia,2022-06-16,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Yerim GO,Korea,Outside Hitter,Women,Serbia,2022-06-16,Pool,0,3,17,16,6,13,35,0,2,1,3,1,1,9,11,9,2,15,26,7,2,1,10,0,0,2,2
Hyemin PARK,Korea,Outside Hitter,Women,Serbia,2022-06-16,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dahyeon LEE,Korea,Middle Blocker,Women,Serbia,2022-06-16,Pool,0,3,9,7,0,6,13,1,7,1,9,1,0,14,15,0,0,0,0,3,0,0,3,0,0,0,0
Jeongah PARK,Korea,Outside Hitter,Women,Serbia,2022-06-16,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minkyoung HWANG,Korea,Outside Hitter,Women,Serbia,2022-06-16,Pool,0,3,13,12,7,17,36,1,2,0,3,0,4,9,13,16,0,19,35,6,2,0,8,0,0,1,1
Hanbi LEE,Korea,Outside Hitter,Women,Serbia,2022-06-16,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeongmin CHOI,Korea,Libero,Women,Serbia,2022-06-16,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heejin KIM,Korea,Opposite Spiker,Women,Serbia,2022-06-16,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hye Seon YEUM,Korea,Setter,Women,Dominican Republic,2022-06-15,Pool,0,3,1,0,0,1,1,0,2,0,2,1,3,9,13,0,0,0,0,5,0,0,5,23,1,59,83
Dahye HAN,Korea,Libero,Women,Dominican Republic,2022-06-15,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,23,7,4,0,11,0,0,8,8
Seonwoo LEE,Korea,Outside Hitter,Women,Dominican Republic,2022-06-15,Pool,0,3,2,2,0,4,6,0,0,0,0,0,2,1,3,1,0,4,5,0,0,0,0,0,0,0,0
Sohwi KANG,Korea,Outside Hitter,Women,Dominican Republic,2022-06-15,Pool,0,3,5,3,2,6,11,2,0,0,2,0,3,3,6,2,1,13,16,1,0,0,1,0,0,1,1
Hoyoung JUNG,Korea,Middle Blocker,Women,Dominican Republic,2022-06-15,Pool,0,3,10,5,0,6,11,5,2,1,8,0,3,2,5,0,0,0,0,1,0,0,1,0,0,3,3
Juah LEE,Korea,Middle Blocker,Women,Dominican Republic,2022-06-15,Pool,0,3,5,4,0,2,6,1,5,1,7,0,2,4,6,1,0,0,1,0,0,0,0,0,0,1,1
Yerim GO,Korea,Outside Hitter,Women,Dominican Republic,2022-06-15,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyemin PARK,Korea,Outside Hitter,Women,Dominican Republic,2022-06-15,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dahyeon LEE,Korea,Middle Blocker,Women,Dominican Republic,2022-06-15,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeongah PARK,Korea,Outside Hitter,Women,Dominican Republic,2022-06-15,Pool,0,3,3,3,1,17,21,0,1,0,1,0,1,5,6,3,1,8,12,1,1,1,3,0,0,1,1
Minkyoung HWANG,Korea,Outside Hitter,Women,Dominican Republic,2022-06-15,Pool,0,3,3,3,0,2,5,0,0,0,0,0,1,4,5,4,0,2,6,1,0,0,1,0,0,0,0
Hanbi LEE,Korea,Outside Hitter,Women,Dominican Republic,2022-06-15,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heejin KIM,Korea,Opposite Spiker,Women,Dominican Republic,2022-06-15,Pool,0,3,8,8,8,16,32,0,1,2,3,0,5,4,9,0,0,0,0,3,0,0,3,0,0,0,0
Hye Seon YEUM,Korea,Setter,Women,Canada,2022-06-05,Pool,0,3,1,1,0,0,1,0,0,0,0,0,0,6,6,0,0,0,0,4,2,0,6,2,0,55,57
Dahye HAN,Korea,Libero,Women,Canada,2022-06-05,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,10,13,2,0,15,0,0,1,1
Ran NOH,Korea,Libero,Women,Canada,2022-06-05,Pool,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,6,3,0,0,3,0,0,1,1
Seonwoo LEE,Korea,Outside Hitter,Women,Canada,2022-06-05,Pool,0,3,7,7,5,6,18,0,2,0,2,0,2,2,4,0,0,0,0,3,0,0,3,0,0,0,0
